,content,neg,neu,pos,comp,angry,fear,happy,sad,surprise
1416,Tyendinaga all-female carpentry team makes tiny homes for families in need https://t.co/R81Sw6DuCl,0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.67, 0.33
1435,@FeederWatchCam Good morning! :),0.0, 0.239, 0.761, 0.4926, 0.0, 0.0, 1.0, 0.0, 0.0
1448,Hache tague https://t.co/Ce6Ob1zXvF,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1450,@Pedro_Torrijos AND THE BRIEFCASE OF MEATBALLS!!!! 😂😂😂😂,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1472,"I’m sorry, I should be there.",0.245, 0.755, 0.0, -0.0772, 0.0, 0.0, 0.0, 1.0, 0.0
1514,Is this real Doc? https://t.co/yPfXShyuky,0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
1519,@cryptobulma Hello https://t.co/VC2sO3zhJB,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1523,@milyy29 Chaleee 😮‍💨😂😂,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1563,Godrick.... cagaste!!!,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1568,A single teardrop falling from your eye,0.242, 0.758, 0.0, -0.1531, 0, 0, 0, 0, 0
1585,"""The product manager’s job is to put the developers in a position to build something valuable for the customer. They’re not there to police estimates or tell the developers how to do their job.""

#technicalProductManager #productManager https://t.co/TW9AMBjaJT",0.0, 0.912, 0.088, 0.4767, 0.0, 0.6, 0.0, 0.4, 0.0
1589,The American Heritage Dictionary of the English Language derives it from French hache from Latin haca or hic.,0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
1614,@Kevin_McKernan Who is that sweetie?,0.0, 0.484, 0.516, 0.4939, 0, 0, 0, 0, 0
1669,@SSVphotographer Model not included.,0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
1685,@itslibertywalk A ese le cortaron Mother's Daughter 😔,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1732,@ecchi_waifus name?,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1754,@GailSimone I absolutely love it. Dark and weird fantasy in a fully realized world like I've never seen in a videogame. And several options of combat and magic to play it.,0.115, 0.615, 0.27, 0.762, 0.0, 0.4, 0.2, 0.2, 0.2
1770,Miley Cyrus you will always be famous. https://t.co/AOMcHJ91fU,0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
1785,@maf_reyes chichon,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1789,@cmclymer Done. Not only that tweet but some others as well.,0.0, 0.773, 0.227, 0.3919, 0, 0, 0, 0, 0
1821,@ApeArmy73 @nypost Lord of the war https://t.co/35kcGkUu9v,0.494, 0.506, 0.0, -0.5994, 0, 0, 0, 0, 0
1823,@nicolasmaggi87 Praise the lord,0.0, 0.357, 0.643, 0.5574, 0, 0, 0, 0, 0
1835,@Darext_BA En Liverpool,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1862,"@I1_Lov3 Naah, ¿crees?",0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1887,"@frosty_angrier @FranchiseWario Wario owns a ton of castles, having a traditional japanese castle would be pretty normal",0.0, 0.789, 0.211, 0.4939, 0.0, 0.5, 0.5, 0.0, 0.0
1908,@NorthEndRick Might knock some sense into him,0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
1966,"@JohnPGreen Hasbro pls, I need some RPM lightning collection figures and better distribution for latín america",0.0, 0.741, 0.259, 0.4939, 0.0, 0.0, 0.0, 0.0, 1.0
1994,"Thank you for the happiest year of my life
Thank you for the happiest year of my life 🎶🎶
🧿✨🎶💫",0.0, 0.511, 0.489, 0.9246, 0.0, 0.5, 0.5, 0.0, 0.0
1995,@SquireforBrant Make that make sense..,0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
2001,@baghodlers @trader1sz He couldn't made it like a man so he became a woman. Smart guy,0.142, 0.675, 0.182, 0.1506, 0.0, 0.0, 0.0, 1.0, 0.0
2036,@Conyconyxony @NaydaChvez7 @theheadblink BLACKPINK PAVED THEIR OWN WAY 🤭,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
2043,@jnkrtist BLACKPINK PAVED THEIR OWN WAY,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
2049,@uhCaribe Ahhhhhhh! Tysm con te quiero mucho por todo el apoyo. It makes me so happy that u feel this pieces that way. Vamoooportodoooo.,0.0, 0.807, 0.193, 0.7213, 0.0, 0.0, 0.5, 0.5, 0.0
2083,"@hache_WR ty brother,😁",0.0, 0.278, 0.722, 0.3818, 0.0, 0.0, 0.0, 0.0, 1.0
2085,Voucheado mi kinggg https://t.co/CY8i7a3A37,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
